Date,Lunar_Longitude
1968-019,219.44
1968-020,231.63
1968-021,243.82
1968-022,256.01
1968-023,268.2
1968-024,280.39
1968-025,292.58
1968-026,304.77
1968-027,316.97
1968-028,329.16
1968-029,341.35
1968-030,353.54
1968-031,5.73
1968-032,17.92
1968-033,30.11
1968-034,42.3
1968-035,54.49
1968-036,66.68
1968-037,78.88
1968-038,91.07
1968-039,103.26
1968-040,115.45
1968-041,127.64
1968-042,139.83
1968-043,152.02
1968-044,164.21
1968-045,176.4
1968-046,188.59
1968-047,200.79
1968-048,212.98
1968-049,225.17
1968-050,237.36
1968-051,249.55
1968-052,261.74
1968-053,273.93
1968-054,286.12
1968-055,298.31
1968-056,310.5
1968-057,322.7
1968-058,334.89
1968-059,347.08
1968-060,359.27
1968-061,11.46
1968-062,23.65
1968-063,35.84
1968-064,48.03
1968-065,60.22
1968-066,72.41
1968-067,84.61
1968-068,96.8
1968-069,108.99
1968-070,121.18
1968-071,133.37
1968-072,145.56
1968-073,157.75
1968-074,169.94
1968-075,182.13
1968-076,194.32
1968-077,206.52
1968-078,218.71
1968-079,230.9
1968-080,243.09
1968-081,255.28
1968-082,267.47
1968-083,279.66
1968-084,291.85
1968-085,304.04
1968-086,316.23
1968-087,328.43
1968-088,340.62
1968-089,352.81
1968-090,5.0
1968-091,17.19
1968-092,29.38
1968-093,41.57
1968-094,53.76
1968-095,65.95
1968-096,78.14
1968-097,90.34
1968-098,102.53
1968-099,114.72
1968-100,126.91
1968-101,139.1
1968-102,151.29
1968-103,163.48
1968-104,175.67
1968-105,187.86
1968-106,200.05
1968-107,212.25
1968-108,224.44
1968-109,236.63
1968-110,248.82
1968-111,261.01
1968-112,273.2
1968-113,285.39
1968-114,297.58
1968-115,309.77
1968-116,321.96
1968-117,334.16
1968-118,346.35
1968-119,358.54
1968-120,10.73
1968-121,22.92
1968-122,35.11
1968-123,47.3
1968-124,59.49
1968-125,71.68
1968-126,83.87
1968-127,96.07
1968-128,108.26
1968-129,120.45
1968-130,132.64
1968-131,144.83
1968-132,157.02
1968-133,169.21
1968-134,181.4
1968-135,193.59
1968-136,205.78
1968-137,217.97
1968-138,230.17
1968-139,242.36
1968-140,254.55
1968-141,266.74
1968-142,278.93
1968-143,291.12
1968-144,303.31
1968-145,315.5
1968-146,327.69
1968-147,339.88
1968-148,352.08
1968-149,4.27
1968-150,16.46
1968-151,28.65
1968-152,40.84
1968-153,53.03
1968-154,65.22
1968-155,77.41
1968-156,89.6
1968-157,101.79
1968-158,113.99
1968-159,126.18
1968-160,138.37
1968-161,150.56
1968-162,162.75
1968-163,174.94
1968-164,187.13
1968-165,199.32
1968-166,211.51
1968-167,223.7
1968-168,235.9
1968-169,248.09
1968-170,260.28
1968-171,272.47
1968-172,284.66
1968-173,296.85
1968-174,309.04
1968-175,321.23
1968-176,333.42
1968-177,345.61
1968-178,357.81
1968-179,10.0
1968-180,22.19
1968-181,34.38
1968-182,46.57
1968-183,58.76
1968-184,70.95
1968-185,83.14
1968-186,95.33
1968-187,107.52
1968-188,119.72
1968-189,131.91
1968-190,144.1
1968-191,156.29
1968-192,168.48
1968-193,180.67
1968-194,192.86
1968-195,205.05
1968-196,217.24
1968-197,229.43
1968-198,241.63
1968-199,253.82
1968-200,266.01
1968-201,278.2
1968-202,290.39
1968-203,302.58
1968-204,314.77
1968-205,326.96
1968-206,339.15
1968-207,351.34
1968-208,3.54
1968-209,15.73
1968-210,27.92
1968-211,40.11
1968-212,52.3
1968-213,64.49
1968-214,76.68
1968-215,88.87
1968-216,101.06
1968-217,113.25
1968-218,125.45
1968-219,137.64
1968-220,149.83
1968-221,162.02
1968-222,174.21
1968-223,186.4
1968-224,198.59
1968-225,210.78
1968-226,222.97
1968-227,235.16
1968-228,247.36
1968-229,259.55
1968-230,271.74
1968-231,283.93
1968-232,296.12
1968-233,308.31
1968-234,320.5
1968-235,332.69
1968-236,344.88
1968-237,357.07
1968-238,9.27
1968-239,21.46
1968-240,33.65
1968-241,45.84
1968-242,58.03
1968-243,70.22
1968-244,82.41
1968-245,94.6
1968-246,106.79
1968-247,118.98
1968-248,131.18
1968-249,143.37
1968-250,155.56
1968-251,167.75
1968-252,179.94
1968-253,192.13
1968-254,204.32
1968-255,216.51
1968-256,228.7
1968-257,240.89
1968-258,253.08
1968-259,265.28
1968-260,277.47
1968-261,289.66
1968-262,301.85
1968-263,314.04
1968-264,326.23
1968-265,338.42
1968-266,350.61
1968-267,2.8
1968-268,14.99
1968-269,27.19
1968-270,39.38
1968-271,51.57
1968-272,63.76
1968-273,75.95
1968-274,88.14
1968-275,100.33
1968-276,112.52
1968-277,124.71
1968-278,136.9
1968-279,149.1
1968-280,161.29
1968-281,173.48
1968-282,185.67
1968-283,197.86
1968-284,210.05
1968-285,222.24
1968-286,234.43
1968-287,246.62
1968-288,258.81
1968-289,271.01
1968-290,283.2
1968-291,295.39
1968-292,307.58
1968-293,319.77
1968-294,331.96
1968-295,344.15
1968-296,356.34
1968-297,8.53
1968-298,20.72
1968-299,32.92
1968-300,45.11
1968-301,57.3
1968-302,69.49
1968-303,81.68
1968-304,93.87
1968-305,106.06
1968-306,118.25
1968-307,130.44
1968-308,142.63
1968-309,154.83
1968-310,167.02
1968-311,179.21
1968-312,191.4
1968-313,203.59
1968-314,215.78
1968-315,227.97
1968-316,240.16
1968-317,252.35
1968-318,264.54
1968-319,276.74
1968-320,288.93
1968-321,301.12
1968-322,313.31
1968-323,325.5
1968-324,337.69
1968-325,349.88
1968-326,2.07
1968-327,14.26
1968-328,26.45
1968-329,38.65
1968-330,50.84
1968-331,63.03
1968-332,75.22
1968-333,87.41
1968-334,99.6
1968-335,111.79
1968-336,123.98
1968-337,136.17
1968-338,148.36
1968-339,160.56
1968-340,172.75
1968-341,184.94
1968-342,197.13
1968-343,209.32
1968-344,221.51
1968-345,233.7
1968-346,245.89
1968-347,258.08
1968-348,270.27
1968-349,282.47
1968-350,294.66
1968-351,306.85
1968-352,319.04
1968-353,331.23
1968-354,343.42
1968-355,355.61
1968-356,7.8
1968-357,19.99
1968-358,32.18
1968-359,44.38
1968-360,56.57
1968-361,68.76
1968-362,80.95
1968-363,93.14
1968-364,105.33
1968-365,117.52
1969-001,0.0
1969-002,12.19
1969-003,24.38
1969-004,36.57
1969-005,48.76
1969-006,60.95
1969-007,73.15
1969-008,85.34
1969-009,97.53
1969-010,109.72
1969-011,121.91
1969-012,134.1
1969-013,146.29
1969-014,158.48
1969-015,170.67
1969-016,182.86
1969-017,195.06
1969-018,207.25
1969-019,219.44
1969-020,231.63
1969-021,243.82
1969-022,256.01
1969-023,268.2
1969-024,280.39
1969-025,292.58
1969-026,304.77
1969-027,316.97
1969-028,329.16
1969-029,341.35
1969-030,353.54
1969-031,5.73
1969-032,17.92
1969-033,30.11
1969-034,42.3
1969-035,54.49
1969-036,66.68
1969-037,78.88
1969-038,91.07
1969-039,103.26
1969-040,115.45
1969-041,127.64
1969-042,139.83
1969-043,152.02
1969-044,164.21
1969-045,176.4
1969-046,188.59
1969-047,200.79
1969-048,212.98
1969-049,225.17
1969-050,237.36
1969-051,249.55
1969-052,261.74
1969-053,273.93
1969-054,286.12
1969-055,298.31
1969-056,310.5
1969-057,322.7
1969-058,334.89
1969-059,347.08
1969-060,359.27
1969-061,11.46
1969-062,23.65
1969-063,35.84
1969-064,48.03
1969-065,60.22
1969-066,72.41
1969-067,84.61
1969-068,96.8
1969-069,108.99
1969-070,121.18
1969-071,133.37
1969-072,145.56
1969-073,157.75
1969-074,169.94
1969-075,182.13
1969-076,194.32
1969-077,206.52
1969-078,218.71
1969-079,230.9
1969-080,243.09
1969-081,255.28
1969-082,267.47
1969-083,279.66
1969-084,291.85
1969-085,304.04
1969-086,316.23
1969-087,328.43
1969-088,340.62
1969-089,352.81
1969-090,5.0
1969-091,17.19
1969-092,29.38
1969-093,41.57
1969-094,53.76
1969-095,65.95
1969-096,78.14
1969-097,90.34
1969-098,102.53
1969-099,114.72
1969-100,126.91
1969-101,139.1
1969-102,151.29
1969-103,163.48
1969-104,175.67
1969-105,187.86
1969-106,200.05
1969-107,212.25
1969-108,224.44
1969-109,236.63
1969-110,248.82
1969-111,261.01
1969-112,273.2
1969-113,285.39
1969-114,297.58
1969-115,309.77
1969-116,321.96
1969-117,334.16
1969-118,346.35
1969-119,358.54
1969-120,10.73
1969-121,22.92
1969-122,35.11
1969-123,47.3
1969-124,59.49
1969-125,71.68
1969-126,83.87
1969-127,96.07
1969-128,108.26
1969-129,120.45
1969-130,132.64
1969-131,144.83
1969-132,157.02
1969-133,169.21
1969-134,181.4
1969-135,193.59
1969-136,205.78
1969-137,217.97
1969-138,230.17
1969-139,242.36
1969-140,254.55
1969-141,266.74
1969-142,278.93
1969-143,291.12
1969-144,303.31
1969-145,315.5
1969-146,327.69
1969-147,339.88
1969-148,352.08
1969-149,4.27
1969-150,16.46
1969-151,28.65
1969-152,40.84
1969-153,53.03
1969-154,65.22
1969-155,77.41
1969-156,89.6
1969-157,101.79
1969-158,113.99
1969-159,126.18
1969-160,138.37
1969-161,150.56
1969-162,162.75
1969-163,174.94
1969-164,187.13
1969-165,199.32
1969-166,211.51
1969-167,223.7
1969-168,235.9
1969-169,248.09
1969-170,260.28
1969-171,272.47
1969-172,284.66
1969-173,296.85
1969-174,309.04
1969-175,321.23
1969-176,333.42
1969-177,345.61
1969-178,357.81
1969-179,10.0
1969-180,22.19
1969-181,34.38
1969-182,46.57
1969-183,58.76
1969-184,70.95
1969-185,83.14
1969-186,95.33
1969-187,107.52
1969-188,119.72
1969-189,131.91
1969-190,144.1
1969-191,156.29
1969-192,168.48
1969-193,180.67
1969-194,192.86
1969-195,205.05
1969-196,217.24
1969-197,229.43
1969-198,241.63
1969-199,253.82
1969-200,266.01
1969-201,278.2
1969-202,290.39
1969-203,302.58
1969-204,314.77
1969-205,326.96
1969-206,339.15
1969-207,351.34
1969-208,3.54
1969-209,15.73
1969-210,27.92
1969-211,40.11
1969-212,52.3
1969-213,64.49
1969-214,76.68
1969-215,88.87
1969-216,101.06
1969-217,113.25
1969-218,125.45
1969-219,137.64
1969-220,149.83
1969-221,162.02
1969-222,174.21
1969-223,186.4
1969-224,198.59
1969-225,210.78
1969-226,222.97
1969-227,235.16
1969-228,247.36
1969-229,259.55
1969-230,271.74
1969-231,283.93
1969-232,296.12
1969-233,308.31
1969-234,320.5
1969-235,332.69
1969-236,344.88
1969-237,357.07
1969-238,9.27
1969-239,21.46
1969-240,33.65
1969-241,45.84
1969-242,58.03
1969-243,70.22
1969-244,82.41
1969-245,94.6
1969-246,106.79
1969-247,118.98
1969-248,131.18
1969-249,143.37
1969-250,155.56
1969-251,167.75
1969-252,179.94
1969-253,192.13
1969-254,204.32
1969-255,216.51
1969-256,228.7
1969-257,240.89
1969-258,253.08
1969-259,265.28
1969-260,277.47
1969-261,289.66
1969-262,301.85
1969-263,314.04
1969-264,326.23
1969-265,338.42
1969-266,350.61
1969-267,2.8
1969-268,14.99
1969-269,27.19
1969-270,39.38
1969-271,51.57
1969-272,63.76
1969-273,75.95
1969-274,88.14
1969-275,100.33
1969-276,112.52
1969-277,124.71
1969-278,136.9
1969-279,149.1
1969-280,161.29
1969-281,173.48
1969-282,185.67
1969-283,197.86
1969-284,210.05
1969-285,222.24
1969-286,234.43
1969-287,246.62
1969-288,258.81
1969-289,271.01
1969-290,283.2
1969-291,295.39
1969-292,307.58
1969-293,319.77
1969-294,331.96
1969-295,344.15
1969-296,356.34
1969-297,8.53
1969-298,20.72
1969-299,32.92
1969-300,45.11
1969-301,57.3
1969-302,69.49
1969-303,81.68
1969-304,93.87
1969-305,106.06
1969-306,118.25
1969-307,130.44
1969-308,142.63
1969-309,154.83
1969-310,167.02
1969-311,179.21
1969-312,191.4
1969-313,203.59
1969-314,215.78
1969-315,227.97
1969-316,240.16
1969-317,252.35
1969-318,264.54
1969-319,276.74
1969-320,288.93
1969-321,301.12
1969-322,313.31
1969-323,325.5
1969-324,337.69
1969-325,349.88
1969-326,2.07
1969-327,14.26
1969-328,26.45
1969-329,38.65
1969-330,50.84
1969-331,63.03
1969-332,75.22
1969-333,87.41
1969-334,99.6
1969-335,111.79
1969-336,123.98
1969-337,136.17
1969-338,148.36
1969-339,160.56
1969-340,172.75
1969-341,184.94
1969-342,197.13
1969-343,209.32
1969-344,221.51
1969-345,233.7
1969-346,245.89
1969-347,258.08
1969-348,270.27
1969-349,282.47
1969-350,294.66
1969-351,306.85
1969-352,319.04
1969-353,331.23
1969-354,343.42
1969-355,355.61
1969-356,7.8
1969-357,19.99
1969-358,32.18
1969-359,44.38
1969-360,56.57
1969-361,68.76
1969-362,80.95
1969-363,93.14
1969-364,105.33
1969-365,117.52
1970-001,0.0
1970-002,12.19
1970-003,24.38
1970-004,36.57
1970-005,48.76
1970-006,60.95
1970-007,73.15
1970-008,85.34
1970-009,97.53
1970-010,109.72
1970-011,121.91
1970-012,134.1
1970-013,146.29
1970-014,158.48
1970-015,170.67
1970-016,182.86
1970-017,195.06
1970-018,207.25
1970-019,219.44
1970-020,231.63
1970-021,243.82
1970-022,256.01
1970-023,268.2
1970-024,280.39
1970-025,292.58
1970-026,304.77
1970-027,316.97
1970-028,329.16
1970-029,341.35
1970-030,353.54
1970-031,5.73
1970-032,17.92
1970-033,30.11
1970-034,42.3
1970-035,54.49
1970-036,66.68
1970-037,78.88
1970-038,91.07
1970-039,103.26
1970-040,115.45
1970-041,127.64
1970-042,139.83
1970-043,152.02
1970-044,164.21
1970-045,176.4
1970-046,188.59
1970-047,200.79
1970-048,212.98
1970-049,225.17
1970-050,237.36
1970-051,249.55
1970-052,261.74
1970-053,273.93
1970-054,286.12
1970-055,298.31
1970-056,310.5
1970-057,322.7
1970-058,334.89
1970-059,347.08
1970-060,359.27
1970-061,11.46
1970-062,23.65
1970-063,35.84
1970-064,48.03
1970-065,60.22
1970-066,72.41
1970-067,84.61
1970-068,96.8
1970-069,108.99
1970-070,121.18
1970-071,133.37
1970-072,145.56
1970-073,157.75
1970-074,169.94
1970-075,182.13
1970-076,194.32
1970-077,206.52
1970-078,218.71
1970-079,230.9
1970-080,243.09
1970-081,255.28
1970-082,267.47
1970-083,279.66
1970-084,291.85
1970-085,304.04
1970-086,316.23
1970-087,328.43
1970-088,340.62
1970-089,352.81
1970-090,5.0
1970-091,17.19
1970-092,29.38
1970-093,41.57
1970-094,53.76
1970-095,65.95
1970-096,78.14
1970-097,90.34
1970-098,102.53
1970-099,114.72
1970-100,126.91
1970-101,139.1
1970-102,151.29
1970-103,163.48
1970-104,175.67
1970-105,187.86
1970-106,200.05
1970-107,212.25
1970-108,224.44
1970-109,236.63
1970-110,248.82
1970-111,261.01
1970-112,273.2
1970-113,285.39
1970-114,297.58
1970-115,309.77
1970-116,321.96
1970-117,334.16
1970-118,346.35
1970-119,358.54
1970-120,10.73
1970-121,22.92
1970-122,35.11
1970-123,47.3
1970-124,59.49
1970-125,71.68
1970-126,83.87
1970-127,96.07
1970-128,108.26
1970-129,120.45
1970-130,132.64
1970-131,144.83
1970-132,157.02
1970-133,169.21
1970-134,181.4
1970-135,193.59
1970-136,205.78
1970-137,217.97
1970-138,230.17
1970-139,242.36
1970-140,254.55
1970-141,266.74
1970-142,278.93
1970-143,291.12
1970-144,303.31
1970-145,315.5
1970-146,327.69
1970-147,339.88
1970-148,352.08
1970-149,4.27
1970-150,16.46
1970-151,28.65
1970-152,40.84
1970-153,53.03
1970-154,65.22
1970-155,77.41
1970-156,89.6
1970-157,101.79
1970-158,113.99
1970-159,126.18
1970-160,138.37
1970-161,150.56
1970-162,162.75
1970-163,174.94
1970-164,187.13
1970-165,199.32
1970-166,211.51
1970-167,223.7
1970-168,235.9
1970-169,248.09
1970-170,260.28
1970-171,272.47
1970-172,284.66
1970-173,296.85
1970-174,309.04
1970-175,321.23
1970-176,333.42
1970-177,345.61
1970-178,357.81
1970-179,10.0
1970-180,22.19
1970-181,34.38
1970-182,46.57
1970-183,58.76
1970-184,70.95
1970-185,83.14
1970-186,95.33
1970-187,107.52
1970-188,119.72
1970-189,131.91
1970-190,144.1
1970-191,156.29
1970-192,168.48
1970-193,180.67
1970-194,192.86
1970-195,205.05
1970-196,217.24
1970-197,229.43
1970-198,241.63
1970-199,253.82
1970-200,266.01
1970-201,278.2
1970-202,290.39
1970-203,302.58
1970-204,314.77
1970-205,326.96
1970-206,339.15
1970-207,351.34
1970-208,3.54
1970-209,15.73
1970-210,27.92
1970-211,40.11
1970-212,52.3
1970-213,64.49
1970-214,76.68
1970-215,88.87
1970-216,101.06
1970-217,113.25
1970-218,125.45
1970-219,137.64
1970-220,149.83
1970-221,162.02
1970-222,174.21
1970-223,186.4
1970-224,198.59
1970-225,210.78
1970-226,222.97
1970-227,235.16
1970-228,247.36
1970-229,259.55
1970-230,271.74
1970-231,283.93
1970-232,296.12
1970-233,308.31
1970-234,320.5
1970-235,332.69
1970-236,344.88
1970-237,357.07
1970-238,9.27
1970-239,21.46
1970-240,33.65
1970-241,45.84
1970-242,58.03
1970-243,70.22
1970-244,82.41
1970-245,94.6
1970-246,106.79
1970-247,118.98
1970-248,131.18
1970-249,143.37
1970-250,155.56
1970-251,167.75
1970-252,179.94
1970-253,192.13
1970-254,204.32
1970-255,216.51
1970-256,228.7
1970-257,240.89
1970-258,253.08
1970-259,265.28
1970-260,277.47
1970-261,289.66
1970-262,301.85
1970-263,314.04
1970-264,326.23
1970-265,338.42
1970-266,350.61
1970-267,2.8
1970-268,14.99
1970-269,27.19
1970-270,39.38
1970-271,51.57
1970-272,63.76
1970-273,75.95
1970-274,88.14
1970-275,100.33
1970-276,112.52
1970-277,124.71
1970-278,136.9
1970-279,149.1
1970-280,161.29
1970-281,173.48
1970-282,185.67
1970-283,197.86
1970-284,210.05
1970-285,222.24
1970-286,234.43
1970-287,246.62
1970-288,258.81
1970-289,271.01
1970-290,283.2
1970-291,295.39
1970-292,307.58
1970-293,319.77
1970-294,331.96
1970-295,344.15
1970-296,356.34
1970-297,8.53
1970-298,20.72
1970-299,32.92
1970-300,45.11
1970-301,57.3
1970-302,69.49
1970-303,81.68
1970-304,93.87
1970-305,106.06
1970-306,118.25
1970-307,130.44
1970-308,142.63
1970-309,154.83
1970-310,167.02
1970-311,179.21
1970-312,191.4
1970-313,203.59
1970-314,215.78
1970-315,227.97
1970-316,240.16
1970-317,252.35
1970-318,264.54
1970-319,276.74
1970-320,288.93
1970-321,301.12
1970-322,313.31
1970-323,325.5
1970-324,337.69
1970-325,349.88
1970-326,2.07
1970-327,14.26
1970-328,26.45
1970-329,38.65
1970-330,50.84
1970-331,63.03
1970-332,75.22
1970-333,87.41
1970-334,99.6
1970-335,111.79
1970-336,123.98
1970-337,136.17
1970-338,148.36
1970-339,160.56
1970-340,172.75
1970-341,184.94
1970-342,197.13
1970-343,209.32
1970-344,221.51
1970-345,233.7
1970-346,245.89
1970-347,258.08
1970-348,270.27
1970-349,282.47
1970-350,294.66
1970-351,306.85
1970-352,319.04
1970-353,331.23
1970-354,343.42
1970-355,355.61
1970-356,7.8
1970-357,19.99
1970-358,32.18
1970-359,44.38
1970-360,56.57
1970-361,68.76
1970-362,80.95
1970-363,93.14
1970-364,105.33
1970-365,117.52
1971-001,0.0
1971-002,12.19
1971-003,24.38
1971-004,36.57
1971-005,48.76
1971-006,60.95
1971-007,73.15
1971-008,85.34
1971-009,97.53
1971-010,109.72
1971-011,121.91
1971-012,134.1
1971-013,146.29
1971-014,158.48
1971-015,170.67
1971-016,182.86
1971-017,195.06
1971-018,207.25
1971-019,219.44
1971-020,231.63
1971-021,243.82
1971-022,256.01
1971-023,268.2
1971-024,280.39
1971-025,292.58
1971-026,304.77
1971-027,316.97
1971-028,329.16
1971-029,341.35
1971-030,353.54
1971-031,5.73
1971-032,17.92
1971-033,30.11
1971-034,42.3
1971-035,54.49
1971-036,66.68
1971-037,78.88
1971-038,91.07
1971-039,103.26
1971-040,115.45
1971-041,127.64
1971-042,139.83
1971-043,152.02
1971-044,164.21
1971-045,176.4
1971-046,188.59
1971-047,200.79
1971-048,212.98
1971-049,225.17
1971-050,237.36
1971-051,249.55
1971-052,261.74
1971-053,273.93
1971-054,286.12
1971-055,298.31
1971-056,310.5
1971-057,322.7
1971-058,334.89
1971-059,347.08
1971-060,359.27
1971-061,11.46
1971-062,23.65
1971-063,35.84
1971-064,48.03
1971-065,60.22
1971-066,72.41
1971-067,84.61
1971-068,96.8
1971-069,108.99
1971-070,121.18
1971-071,133.37
1971-072,145.56
1971-073,157.75
1971-074,169.94
1971-075,182.13
1971-076,194.32
1971-077,206.52
1971-078,218.71
1971-079,230.9
1971-080,243.09
1971-081,255.28
1971-082,267.47
1971-083,279.66
1971-084,291.85
1971-085,304.04
1971-086,316.23
1971-087,328.43
1971-088,340.62
1971-089,352.81
1971-090,5.0
1971-091,17.19
1971-092,29.38
1971-093,41.57
1971-094,53.76
1971-095,65.95
1971-096,78.14
1971-097,90.34
1971-098,102.53
1971-099,114.72
1971-100,126.91
1971-101,139.1
1971-102,151.29
1971-103,163.48
1971-104,175.67
1971-105,187.86
1971-106,200.05
1971-107,212.25
1971-108,224.44
1971-109,236.63
1971-110,248.82
1971-111,261.01
1971-112,273.2
1971-113,285.39
1971-114,297.58
1971-115,309.77
1971-116,321.96
1971-117,334.16
1971-118,346.35
1971-119,358.54
1971-120,10.73
1971-121,22.92
1971-122,35.11
1971-123,47.3
1971-124,59.49
1971-125,71.68
1971-126,83.87
1971-127,96.07
1971-128,108.26
1971-129,120.45
1971-130,132.64
1971-131,144.83
1971-132,157.02
1971-133,169.21
1971-134,181.4
1971-135,193.59
1971-136,205.78
1971-137,217.97
1971-138,230.17
1971-139,242.36
1971-140,254.55
1971-141,266.74
1971-142,278.93
1971-143,291.12
1971-144,303.31
1971-145,315.5
1971-146,327.69
1971-147,339.88
1971-148,352.08
1971-149,4.27
1971-150,16.46
1971-151,28.65
1971-152,40.84
1971-153,53.03
1971-154,65.22
1971-155,77.41
1971-156,89.6
1971-157,101.79
1971-158,113.99
1971-159,126.18
1971-160,138.37
1971-161,150.56
1971-162,162.75
1971-163,174.94
1971-164,187.13
1971-165,199.32
1971-166,211.51
1971-167,223.7
1971-168,235.9
1971-169,248.09
1971-170,260.28
1971-171,272.47
1971-172,284.66
1971-173,296.85
1971-174,309.04
1971-175,321.23
1971-176,333.42
1971-177,345.61
1971-178,357.81
1971-179,10.0
1971-180,22.19
1971-181,34.38
1971-182,46.57
1971-183,58.76
1971-184,70.95
1971-185,83.14
1971-186,95.33
1971-187,107.52
1971-188,119.72
1971-189,131.91
1971-190,144.1
1971-191,156.29
1971-192,168.48
1971-193,180.67
1971-194,192.86
1971-195,205.05
1971-196,217.24
1971-197,229.43
1971-198,241.63
1971-199,253.82
1971-200,266.01
1971-201,278.2
1971-202,290.39
1971-203,302.58
1971-204,314.77
1971-205,326.96
1971-206,339.15
1971-207,351.34
1971-208,3.54
1971-209,15.73
1971-210,27.92
1971-211,40.11
1971-212,52.3
1971-213,64.49
1971-214,76.68
1971-215,88.87
1971-216,101.06
1971-217,113.25
1971-218,125.45
1971-219,137.64
1971-220,149.83
1971-221,162.02
1971-222,174.21
1971-223,186.4
1971-224,198.59
1971-225,210.78
1971-226,222.97
1971-227,235.16
1971-228,247.36
1971-229,259.55
1971-230,271.74
1971-231,283.93
1971-232,296.12
1971-233,308.31
1971-234,320.5
1971-235,332.69
1971-236,344.88
1971-237,357.07
1971-238,9.27
1971-239,21.46
1971-240,33.65
1971-241,45.84
1971-242,58.03
1971-243,70.22
1971-244,82.41
1971-245,94.6
1971-246,106.79
1971-247,118.98
1971-248,131.18
1971-249,143.37
1971-250,155.56
1971-251,167.75
1971-252,179.94
1971-253,192.13
1971-254,204.32
1971-255,216.51
1971-256,228.7
1971-257,240.89
