Date,Solar_Longitude
1967-303,297.86
1967-304,298.85
1967-305,299.84
1967-306,300.82
1967-307,301.81
1967-308,302.79
1967-309,303.78
1967-310,304.77
1967-311,305.75
1967-312,306.74
1967-313,307.73
1967-314,308.71
1967-315,309.7
1967-316,310.68
1967-317,311.67
1967-318,312.66
1967-319,313.64
1967-320,314.63
1967-321,315.62
1967-322,316.6
1967-323,317.59
1967-324,318.58
1967-325,319.56
1967-326,320.55
1967-327,321.53
1967-328,322.52
1967-329,323.51
1967-330,324.49
1967-331,325.48
1967-332,326.47
1967-333,327.45
1967-334,328.44
1967-335,329.42
1967-336,330.41
1967-337,331.4
1967-338,332.38
1967-339,333.37
1967-340,334.36
1967-341,335.34
1967-342,336.33
1967-343,337.32
1967-344,338.3
1967-345,339.29
1967-346,340.27
1967-347,341.26
1967-348,342.25
1967-349,343.23
1967-350,344.22
1967-351,345.21
1967-352,346.19
1967-353,347.18
1967-354,348.16
1967-355,349.15
1967-356,350.14
1967-357,351.12
1967-358,352.11
1967-359,353.1
1967-360,354.08
1967-361,355.07
1967-362,356.05
1967-363,357.04
1967-364,358.03
1967-365,359.01
1968-001,0.0
1968-002,0.99
1968-003,1.97
1968-004,2.96
1968-005,3.95
1968-006,4.93
1968-007,5.92
1968-008,6.9
1968-009,7.89
1968-010,8.88
1968-011,9.86
1968-012,10.85
1968-013,11.84
1968-014,12.82
1968-015,13.81
1968-016,14.79
1968-017,15.78
1968-018,16.77
1968-019,17.75
1968-020,18.74
1968-021,19.73
1968-022,20.71
1968-023,21.7
1968-024,22.68
1968-025,23.67
1968-026,24.66
1968-027,25.64
1968-028,26.63
1968-029,27.62
1968-030,28.6
1968-031,29.59
1968-032,30.58
1968-033,31.56
1968-034,32.55
1968-035,33.53
1968-036,34.52
1968-037,35.51
1968-038,36.49
1968-039,37.48
1968-040,38.47
1968-041,39.45
1968-042,40.44
1968-043,41.42
1968-044,42.41
1968-045,43.4
1968-046,44.38
1968-047,45.37
1968-048,46.36
1968-049,47.34
1968-050,48.33
1968-051,49.32
1968-052,50.3
1968-053,51.29
1968-054,52.27
1968-055,53.26
1968-056,54.25
1968-057,55.23
1968-058,56.22
1968-059,57.21
1968-060,58.19
1968-061,59.18
1968-062,60.16
1968-063,61.15
1968-064,62.14
1968-065,63.12
1968-066,64.11
1968-067,65.1
1968-068,66.08
1968-069,67.07
1968-070,68.05
1968-071,69.04
1968-072,70.03
1968-073,71.01
1968-074,72.0
1968-075,72.99
1968-076,73.97
1968-077,74.96
1968-078,75.95
1968-079,76.93
1968-080,77.92
1968-081,78.9
1968-082,79.89
1968-083,80.88
1968-084,81.86
1968-085,82.85
1968-086,83.84
1968-087,84.82
1968-088,85.81
1968-089,86.79
1968-090,87.78
1968-091,88.77
1968-092,89.75
1968-093,90.74
1968-094,91.73
1968-095,92.71
1968-096,93.7
1968-097,94.68
1968-098,95.67
1968-099,96.66
1968-100,97.64
1968-101,98.63
1968-102,99.62
1968-103,100.6
1968-104,101.59
1968-105,102.58
1968-106,103.56
1968-107,104.55
1968-108,105.53
1968-109,106.52
1968-110,107.51
1968-111,108.49
1968-112,109.48
1968-113,110.47
1968-114,111.45
1968-115,112.44
1968-116,113.42
1968-117,114.41
1968-118,115.4
1968-119,116.38
1968-120,117.37
1968-121,118.36
1968-122,119.34
1968-123,120.33
1968-124,121.32
1968-125,122.3
1968-126,123.29
1968-127,124.27
1968-128,125.26
1968-129,126.25
1968-130,127.23
1968-131,128.22
1968-132,129.21
1968-133,130.19
1968-134,131.18
1968-135,132.16
1968-136,133.15
1968-137,134.14
1968-138,135.12
1968-139,136.11
1968-140,137.1
1968-141,138.08
1968-142,139.07
1968-143,140.05
1968-144,141.04
1968-145,142.03
1968-146,143.01
1968-147,144.0
1968-148,144.99
1968-149,145.97
1968-150,146.96
1968-151,147.95
1968-152,148.93
1968-153,149.92
1968-154,150.9
1968-155,151.89
1968-156,152.88
1968-157,153.86
1968-158,154.85
1968-159,155.84
1968-160,156.82
1968-161,157.81
1968-162,158.79
1968-163,159.78
1968-164,160.77
1968-165,161.75
1968-166,162.74
1968-167,163.73
1968-168,164.71
1968-169,165.7
1968-170,166.68
1968-171,167.67
1968-172,168.66
1968-173,169.64
1968-174,170.63
1968-175,171.62
1968-176,172.6
1968-177,173.59
1968-178,174.58
1968-179,175.56
1968-180,176.55
1968-181,177.53
1968-182,178.52
1968-183,179.51
1968-184,180.49
1968-185,181.48
1968-186,182.47
1968-187,183.45
1968-188,184.44
1968-189,185.42
1968-190,186.41
1968-191,187.4
1968-192,188.38
1968-193,189.37
1968-194,190.36
1968-195,191.34
1968-196,192.33
1968-197,193.32
1968-198,194.3
1968-199,195.29
1968-200,196.27
1968-201,197.26
1968-202,198.25
1968-203,199.23
1968-204,200.22
1968-205,201.21
1968-206,202.19
1968-207,203.18
1968-208,204.16
1968-209,205.15
1968-210,206.14
1968-211,207.12
1968-212,208.11
1968-213,209.1
1968-214,210.08
1968-215,211.07
1968-216,212.05
1968-217,213.04
1968-218,214.03
1968-219,215.01
1968-220,216.0
1968-221,216.99
1968-222,217.97
1968-223,218.96
1968-224,219.95
1968-225,220.93
1968-226,221.92
1968-227,222.9
1968-228,223.89
1968-229,224.88
1968-230,225.86
1968-231,226.85
1968-232,227.84
1968-233,228.82
1968-234,229.81
1968-235,230.79
1968-236,231.78
1968-237,232.77
1968-238,233.75
1968-239,234.74
1968-240,235.73
1968-241,236.71
1968-242,237.7
1968-243,238.68
1968-244,239.67
1968-245,240.66
1968-246,241.64
1968-247,242.63
1968-248,243.62
1968-249,244.6
1968-250,245.59
1968-251,246.58
1968-252,247.56
1968-253,248.55
1968-254,249.53
1968-255,250.52
1968-256,251.51
1968-257,252.49
1968-258,253.48
1968-259,254.47
1968-260,255.45
1968-261,256.44
1968-262,257.42
1968-263,258.41
1968-264,259.4
1968-265,260.38
1968-266,261.37
1968-267,262.36
1968-268,263.34
1968-269,264.33
1968-270,265.32
1968-271,266.3
1968-272,267.29
1968-273,268.27
1968-274,269.26
1968-275,270.25
1968-276,271.23
1968-277,272.22
1968-278,273.21
1968-279,274.19
1968-280,275.18
1968-281,276.16
1968-282,277.15
1968-283,278.14
1968-284,279.12
1968-285,280.11
1968-286,281.1
1968-287,282.08
1968-288,283.07
1968-289,284.05
1968-290,285.04
1968-291,286.03
1968-292,287.01
1968-293,288.0
1968-294,288.99
1968-295,289.97
1968-296,290.96
1968-297,291.95
1968-298,292.93
1968-299,293.92
1968-300,294.9
1968-301,295.89
1968-302,296.88
1968-303,297.86
1968-304,298.85
1968-305,299.84
1968-306,300.82
1968-307,301.81
1968-308,302.79
1968-309,303.78
1968-310,304.77
1968-311,305.75
1968-312,306.74
1968-313,307.73
1968-314,308.71
1968-315,309.7
1968-316,310.68
1968-317,311.67
1968-318,312.66
1968-319,313.64
1968-320,314.63
1968-321,315.62
1968-322,316.6
1968-323,317.59
1968-324,318.58
1968-325,319.56
1968-326,320.55
1968-327,321.53
1968-328,322.52
1968-329,323.51
1968-330,324.49
1968-331,325.48
1968-332,326.47
1968-333,327.45
1968-334,328.44
1968-335,329.42
1968-336,330.41
1968-337,331.4
1968-338,332.38
1968-339,333.37
1968-340,334.36
1968-341,335.34
1968-342,336.33
1968-343,337.32
1968-344,338.3
1968-345,339.29
1968-346,340.27
1968-347,341.26
1968-348,342.25
1968-349,343.23
1968-350,344.22
1968-351,345.21
1968-352,346.19
1968-353,347.18
1968-354,348.16
1968-355,349.15
1968-356,350.14
1968-357,351.12
1968-358,352.11
1968-359,353.1
1968-360,354.08
1968-361,355.07
1968-362,356.05
1968-363,357.04
1968-364,358.03
1968-365,359.01
1969-001,0.0
1969-002,0.99
1969-003,1.97
1969-004,2.96
1969-005,3.95
1969-006,4.93
1969-007,5.92
1969-008,6.9
1969-009,7.89
1969-010,8.88
1969-011,9.86
1969-012,10.85
1969-013,11.84
1969-014,12.82
1969-015,13.81
1969-016,14.79
1969-017,15.78
1969-018,16.77
1969-019,17.75
1969-020,18.74
1969-021,19.73
1969-022,20.71
1969-023,21.7
1969-024,22.68
1969-025,23.67
1969-026,24.66
1969-027,25.64
1969-028,26.63
1969-029,27.62
1969-030,28.6
1969-031,29.59
1969-032,30.58
1969-033,31.56
1969-034,32.55
1969-035,33.53
1969-036,34.52
1969-037,35.51
1969-038,36.49
1969-039,37.48
1969-040,38.47
1969-041,39.45
1969-042,40.44
1969-043,41.42
1969-044,42.41
1969-045,43.4
1969-046,44.38
1969-047,45.37
1969-048,46.36
1969-049,47.34
1969-050,48.33
1969-051,49.32
1969-052,50.3
1969-053,51.29
1969-054,52.27
1969-055,53.26
1969-056,54.25
1969-057,55.23
1969-058,56.22
1969-059,57.21
1969-060,58.19
1969-061,59.18
1969-062,60.16
1969-063,61.15
1969-064,62.14
1969-065,63.12
1969-066,64.11
1969-067,65.1
1969-068,66.08
1969-069,67.07
1969-070,68.05
1969-071,69.04
1969-072,70.03
1969-073,71.01
1969-074,72.0
1969-075,72.99
1969-076,73.97
1969-077,74.96
1969-078,75.95
1969-079,76.93
1969-080,77.92
1969-081,78.9
1969-082,79.89
1969-083,80.88
1969-084,81.86
1969-085,82.85
1969-086,83.84
1969-087,84.82
1969-088,85.81
1969-089,86.79
1969-090,87.78
1969-091,88.77
1969-092,89.75
1969-093,90.74
1969-094,91.73
1969-095,92.71
1969-096,93.7
1969-097,94.68
1969-098,95.67
1969-099,96.66
1969-100,97.64
1969-101,98.63
1969-102,99.62
1969-103,100.6
1969-104,101.59
1969-105,102.58
1969-106,103.56
1969-107,104.55
1969-108,105.53
1969-109,106.52
1969-110,107.51
1969-111,108.49
1969-112,109.48
1969-113,110.47
1969-114,111.45
1969-115,112.44
1969-116,113.42
1969-117,114.41
1969-118,115.4
1969-119,116.38
1969-120,117.37
1969-121,118.36
1969-122,119.34
1969-123,120.33
1969-124,121.32
1969-125,122.3
1969-126,123.29
1969-127,124.27
1969-128,125.26
1969-129,126.25
1969-130,127.23
1969-131,128.22
1969-132,129.21
1969-133,130.19
1969-134,131.18
1969-135,132.16
1969-136,133.15
1969-137,134.14
1969-138,135.12
1969-139,136.11
1969-140,137.1
1969-141,138.08
1969-142,139.07
1969-143,140.05
1969-144,141.04
1969-145,142.03
1969-146,143.01
1969-147,144.0
1969-148,144.99
1969-149,145.97
1969-150,146.96
1969-151,147.95
1969-152,148.93
1969-153,149.92
1969-154,150.9
1969-155,151.89
1969-156,152.88
1969-157,153.86
1969-158,154.85
1969-159,155.84
1969-160,156.82
1969-161,157.81
1969-162,158.79
1969-163,159.78
1969-164,160.77
1969-165,161.75
1969-166,162.74
1969-167,163.73
1969-168,164.71
1969-169,165.7
1969-170,166.68
1969-171,167.67
1969-172,168.66
1969-173,169.64
1969-174,170.63
1969-175,171.62
1969-176,172.6
1969-177,173.59
1969-178,174.58
1969-179,175.56
1969-180,176.55
1969-181,177.53
1969-182,178.52
1969-183,179.51
1969-184,180.49
1969-185,181.48
1969-186,182.47
1969-187,183.45
1969-188,184.44
1969-189,185.42
1969-190,186.41
1969-191,187.4
1969-192,188.38
1969-193,189.37
1969-194,190.36
1969-195,191.34
1969-196,192.33
1969-197,193.32
1969-198,194.3
1969-199,195.29
1969-200,196.27
1969-201,197.26
1969-202,198.25
1969-203,199.23
1969-204,200.22
1969-205,201.21
1969-206,202.19
1969-207,203.18
1969-208,204.16
1969-209,205.15
1969-210,206.14
1969-211,207.12
1969-212,208.11
1969-213,209.1
1969-214,210.08
1969-215,211.07
1969-216,212.05
1969-217,213.04
1969-218,214.03
1969-219,215.01
1969-220,216.0
1969-221,216.99
1969-222,217.97
1969-223,218.96
1969-224,219.95
1969-225,220.93
1969-226,221.92
1969-227,222.9
1969-228,223.89
1969-229,224.88
1969-230,225.86
1969-231,226.85
1969-232,227.84
1969-233,228.82
1969-234,229.81
1969-235,230.79
1969-236,231.78
1969-237,232.77
1969-238,233.75
1969-239,234.74
1969-240,235.73
1969-241,236.71
1969-242,237.7
1969-243,238.68
1969-244,239.67
1969-245,240.66
1969-246,241.64
1969-247,242.63
1969-248,243.62
1969-249,244.6
1969-250,245.59
1969-251,246.58
1969-252,247.56
1969-253,248.55
1969-254,249.53
1969-255,250.52
1969-256,251.51
1969-257,252.49
1969-258,253.48
1969-259,254.47
1969-260,255.45
1969-261,256.44
1969-262,257.42
1969-263,258.41
1969-264,259.4
1969-265,260.38
1969-266,261.37
1969-267,262.36
1969-268,263.34
1969-269,264.33
1969-270,265.32
1969-271,266.3
1969-272,267.29
1969-273,268.27
1969-274,269.26
1969-275,270.25
1969-276,271.23
1969-277,272.22
1969-278,273.21
1969-279,274.19
1969-280,275.18
1969-281,276.16
1969-282,277.15
1969-283,278.14
1969-284,279.12
1969-285,280.11
1969-286,281.1
1969-287,282.08
1969-288,283.07
1969-289,284.05
1969-290,285.04
1969-291,286.03
1969-292,287.01
1969-293,288.0
1969-294,288.99
1969-295,289.97
1969-296,290.96
1969-297,291.95
1969-298,292.93
1969-299,293.92
1969-300,294.9
1969-301,295.89
1969-302,296.88
1969-303,297.86
1969-304,298.85
1969-305,299.84
1969-306,300.82
1969-307,301.81
1969-308,302.79
1969-309,303.78
1969-310,304.77
1969-311,305.75
1969-312,306.74
1969-313,307.73
1969-314,308.71
1969-315,309.7
1969-316,310.68
1969-317,311.67
1969-318,312.66
1969-319,313.64
1969-320,314.63
1969-321,315.62
1969-322,316.6
1969-323,317.59
1969-324,318.58
1969-325,319.56
1969-326,320.55
1969-327,321.53
1969-328,322.52
1969-329,323.51
1969-330,324.49
1969-331,325.48
1969-332,326.47
1969-333,327.45
1969-334,328.44
1969-335,329.42
1969-336,330.41
1969-337,331.4
1969-338,332.38
1969-339,333.37
1969-340,334.36
1969-341,335.34
1969-342,336.33
1969-343,337.32
1969-344,338.3
1969-345,339.29
1969-346,340.27
1969-347,341.26
1969-348,342.25
1969-349,343.23
1969-350,344.22
1969-351,345.21
1969-352,346.19
1969-353,347.18
1969-354,348.16
1969-355,349.15
1969-356,350.14
1969-357,351.12
1969-358,352.11
1969-359,353.1
1969-360,354.08
1969-361,355.07
1969-362,356.05
1969-363,357.04
1969-364,358.03
1969-365,359.01
1970-001,0.0
1970-002,0.99
1970-003,1.97
1970-004,2.96
1970-005,3.95
1970-006,4.93
1970-007,5.92
1970-008,6.9
1970-009,7.89
1970-010,8.88
1970-011,9.86
1970-012,10.85
1970-013,11.84
1970-014,12.82
1970-015,13.81
1970-016,14.79
1970-017,15.78
1970-018,16.77
1970-019,17.75
1970-020,18.74
1970-021,19.73
1970-022,20.71
1970-023,21.7
1970-024,22.68
1970-025,23.67
1970-026,24.66
1970-027,25.64
1970-028,26.63
1970-029,27.62
1970-030,28.6
1970-031,29.59
1970-032,30.58
1970-033,31.56
1970-034,32.55
1970-035,33.53
1970-036,34.52
1970-037,35.51
1970-038,36.49
1970-039,37.48
1970-040,38.47
1970-041,39.45
1970-042,40.44
1970-043,41.42
1970-044,42.41
1970-045,43.4
1970-046,44.38
1970-047,45.37
1970-048,46.36
1970-049,47.34
1970-050,48.33
1970-051,49.32
1970-052,50.3
1970-053,51.29
1970-054,52.27
1970-055,53.26
1970-056,54.25
1970-057,55.23
1970-058,56.22
1970-059,57.21
1970-060,58.19
1970-061,59.18
1970-062,60.16
1970-063,61.15
1970-064,62.14
1970-065,63.12
1970-066,64.11
1970-067,65.1
1970-068,66.08
1970-069,67.07
1970-070,68.05
1970-071,69.04
1970-072,70.03
1970-073,71.01
1970-074,72.0
1970-075,72.99
1970-076,73.97
1970-077,74.96
1970-078,75.95
1970-079,76.93
1970-080,77.92
1970-081,78.9
1970-082,79.89
1970-083,80.88
1970-084,81.86
1970-085,82.85
1970-086,83.84
1970-087,84.82
1970-088,85.81
1970-089,86.79
1970-090,87.78
1970-091,88.77
1970-092,89.75
1970-093,90.74
1970-094,91.73
1970-095,92.71
1970-096,93.7
1970-097,94.68
1970-098,95.67
1970-099,96.66
1970-100,97.64
1970-101,98.63
1970-102,99.62
1970-103,100.6
1970-104,101.59
1970-105,102.58
1970-106,103.56
1970-107,104.55
1970-108,105.53
1970-109,106.52
1970-110,107.51
1970-111,108.49
1970-112,109.48
1970-113,110.47
1970-114,111.45
1970-115,112.44
1970-116,113.42
1970-117,114.41
1970-118,115.4
1970-119,116.38
1970-120,117.37
1970-121,118.36
1970-122,119.34
1970-123,120.33
1970-124,121.32
1970-125,122.3
1970-126,123.29
1970-127,124.27
1970-128,125.26
1970-129,126.25
1970-130,127.23
1970-131,128.22
1970-132,129.21
1970-133,130.19
1970-134,131.18
1970-135,132.16
1970-136,133.15
1970-137,134.14
1970-138,135.12
1970-139,136.11
1970-140,137.1
1970-141,138.08
1970-142,139.07
1970-143,140.05
1970-144,141.04
1970-145,142.03
1970-146,143.01
1970-147,144.0
1970-148,144.99
1970-149,145.97
1970-150,146.96
1970-151,147.95
1970-152,148.93
1970-153,149.92
1970-154,150.9
1970-155,151.89
1970-156,152.88
1970-157,153.86
1970-158,154.85
1970-159,155.84
1970-160,156.82
1970-161,157.81
1970-162,158.79
1970-163,159.78
1970-164,160.77
1970-165,161.75
1970-166,162.74
1970-167,163.73
1970-168,164.71
1970-169,165.7
1970-170,166.68
1970-171,167.67
1970-172,168.66
1970-173,169.64
1970-174,170.63
1970-175,171.62
1970-176,172.6
1970-177,173.59
1970-178,174.58
1970-179,175.56
1970-180,176.55
1970-181,177.53
1970-182,178.52
1970-183,179.51
1970-184,180.49
1970-185,181.48
1970-186,182.47
1970-187,183.45
1970-188,184.44
1970-189,185.42
1970-190,186.41
1970-191,187.4
1970-192,188.38
1970-193,189.37
1970-194,190.36
1970-195,191.34
1970-196,192.33
1970-197,193.32
1970-198,194.3
1970-199,195.29
1970-200,196.27
1970-201,197.26
1970-202,198.25
1970-203,199.23
1970-204,200.22
1970-205,201.21
1970-206,202.19
1970-207,203.18
1970-208,204.16
1970-209,205.15
1970-210,206.14
1970-211,207.12
1970-212,208.11
1970-213,209.1
1970-214,210.08
1970-215,211.07
1970-216,212.05
1970-217,213.04
1970-218,214.03
1970-219,215.01
1970-220,216.0
1970-221,216.99
1970-222,217.97
1970-223,218.96
1970-224,219.95
1970-225,220.93
1970-226,221.92
1970-227,222.9
1970-228,223.89
1970-229,224.88
1970-230,225.86
1970-231,226.85
1970-232,227.84
1970-233,228.82
1970-234,229.81
1970-235,230.79
1970-236,231.78
1970-237,232.77
1970-238,233.75
1970-239,234.74
1970-240,235.73
1970-241,236.71
1970-242,237.7
1970-243,238.68
1970-244,239.67
1970-245,240.66
1970-246,241.64
1970-247,242.63
1970-248,243.62
1970-249,244.6
1970-250,245.59
1970-251,246.58
1970-252,247.56
1970-253,248.55
1970-254,249.53
1970-255,250.52
1970-256,251.51
1970-257,252.49
1970-258,253.48
1970-259,254.47
1970-260,255.45
1970-261,256.44
1970-262,257.42
1970-263,258.41
1970-264,259.4
1970-265,260.38
1970-266,261.37
1970-267,262.36
1970-268,263.34
1970-269,264.33
1970-270,265.32
1970-271,266.3
1970-272,267.29
1970-273,268.27
1970-274,269.26
1970-275,270.25
1970-276,271.23
1970-277,272.22
1970-278,273.21
1970-279,274.19
1970-280,275.18
1970-281,276.16
1970-282,277.15
1970-283,278.14
1970-284,279.12
1970-285,280.11
1970-286,281.1
1970-287,282.08
1970-288,283.07
1970-289,284.05
1970-290,285.04
1970-291,286.03
1970-292,287.01
1970-293,288.0
1970-294,288.99
1970-295,289.97
1970-296,290.96
1970-297,291.95
1970-298,292.93
1970-299,293.92
1970-300,294.9
1970-301,295.89
1970-302,296.88
1970-303,297.86
1970-304,298.85
1970-305,299.84
1970-306,300.82
1970-307,301.81
1970-308,302.79
1970-309,303.78
1970-310,304.77
1970-311,305.75
1970-312,306.74
1970-313,307.73
1970-314,308.71
1970-315,309.7
1970-316,310.68
1970-317,311.67
1970-318,312.66
1970-319,313.64
1970-320,314.63
1970-321,315.62
1970-322,316.6
1970-323,317.59
1970-324,318.58
1970-325,319.56
1970-326,320.55
1970-327,321.53
1970-328,322.52
1970-329,323.51
1970-330,324.49
1970-331,325.48
1970-332,326.47
1970-333,327.45
1970-334,328.44
1970-335,329.42
1970-336,330.41
1970-337,331.4
1970-338,332.38
1970-339,333.37
1970-340,334.36
1970-341,335.34
1970-342,336.33
1970-343,337.32
1970-344,338.3
1970-345,339.29
1970-346,340.27
1970-347,341.26
1970-348,342.25
1970-349,343.23
1970-350,344.22
1970-351,345.21
1970-352,346.19
1970-353,347.18
1970-354,348.16
1970-355,349.15
1970-356,350.14
1970-357,351.12
1970-358,352.11
1970-359,353.1
1970-360,354.08
1970-361,355.07
1970-362,356.05
1970-363,357.04
1970-364,358.03
1970-365,359.01
1971-001,0.0
1971-002,0.99
1971-003,1.97
1971-004,2.96
1971-005,3.95
1971-006,4.93
1971-007,5.92
1971-008,6.9
1971-009,7.89
1971-010,8.88
1971-011,9.86
1971-012,10.85
1971-013,11.84
1971-014,12.82
1971-015,13.81
1971-016,14.79
1971-017,15.78
1971-018,16.77
1971-019,17.75
1971-020,18.74
1971-021,19.73
1971-022,20.71
1971-023,21.7
1971-024,22.68
1971-025,23.67
1971-026,24.66
1971-027,25.64
1971-028,26.63
1971-029,27.62
1971-030,28.6
1971-031,29.59
1971-032,30.58
1971-033,31.56
1971-034,32.55
1971-035,33.53
1971-036,34.52
1971-037,35.51
1971-038,36.49
1971-039,37.48
1971-040,38.47
1971-041,39.45
1971-042,40.44
1971-043,41.42
1971-044,42.41
1971-045,43.4
1971-046,44.38
1971-047,45.37
1971-048,46.36
1971-049,47.34
1971-050,48.33
1971-051,49.32
1971-052,50.3
1971-053,51.29
1971-054,52.27
1971-055,53.26
1971-056,54.25
1971-057,55.23
1971-058,56.22
1971-059,57.21
1971-060,58.19
1971-061,59.18
1971-062,60.16
1971-063,61.15
1971-064,62.14
1971-065,63.12
1971-066,64.11
1971-067,65.1
1971-068,66.08
1971-069,67.07
1971-070,68.05
1971-071,69.04
1971-072,70.03
1971-073,71.01
1971-074,72.0
1971-075,72.99
1971-076,73.97
1971-077,74.96
1971-078,75.95
1971-079,76.93
1971-080,77.92
1971-081,78.9
1971-082,79.89
1971-083,80.88
1971-084,81.86
1971-085,82.85
1971-086,83.84
1971-087,84.82
1971-088,85.81
1971-089,86.79
1971-090,87.78
1971-091,88.77
1971-092,89.75
1971-093,90.74
1971-094,91.73
1971-095,92.71
1971-096,93.7
1971-097,94.68
1971-098,95.67
1971-099,96.66
1971-100,97.64
1971-101,98.63
1971-102,99.62
1971-103,100.6
1971-104,101.59
1971-105,102.58
1971-106,103.56
1971-107,104.55
1971-108,105.53
1971-109,106.52
1971-110,107.51
1971-111,108.49
1971-112,109.48
1971-113,110.47
1971-114,111.45
1971-115,112.44
1971-116,113.42
1971-117,114.41
1971-118,115.4
1971-119,116.38
1971-120,117.37
1971-121,118.36
1971-122,119.34
1971-123,120.33
1971-124,121.32
1971-125,122.3
1971-126,123.29
1971-127,124.27
1971-128,125.26
1971-129,126.25
1971-130,127.23
1971-131,128.22
1971-132,129.21
1971-133,130.19
1971-134,131.18
1971-135,132.16
1971-136,133.15
1971-137,134.14
1971-138,135.12
1971-139,136.11
1971-140,137.1
1971-141,138.08
1971-142,139.07
1971-143,140.05
1971-144,141.04
1971-145,142.03
1971-146,143.01
1971-147,144.0
1971-148,144.99
1971-149,145.97
1971-150,146.96
1971-151,147.95
1971-152,148.93
1971-153,149.92
1971-154,150.9
1971-155,151.89
1971-156,152.88
1971-157,153.86
1971-158,154.85
1971-159,155.84
1971-160,156.82
1971-161,157.81
1971-162,158.79
1971-163,159.78
1971-164,160.77
1971-165,161.75
1971-166,162.74
1971-167,163.73
1971-168,164.71
1971-169,165.7
1971-170,166.68
1971-171,167.67
1971-172,168.66
1971-173,169.64
1971-174,170.63
1971-175,171.62
